Monster	Type	AC	HD	Save	Campaign Setting	Source	Pg. #	Edition	Legal Status	OGL Source
Lamia					Generic	Monstrous Compendium Volume Two		AD&D2		
Lamia					Generic	Monstrous Manual 	217	AD&D2		
Lamia Noble					Generic	Fiend Folio	59	AD&D1		
Lamia Noble					Generic	Monstrous Compendium Volume Two		AD&D2		
Lamia Noble					Generic	Monstrous Manual 	217	AD&D2		
Lammasu					Generic	Monster Manual	59	AD&D1		
Lammasu					Generic	Complete Starter Set [Monstrous Manual]	13	AD&D2		
Lammasu					Generic	First Quest: The Introduction to the AD&D Game [Monsters & Treasures Book]	14	AD&D2		
Lammasu					Generic	Introduction to Advanced Dungeons & Dragons Game [Monstrous Manual Accessory]	13	AD&D2		
Lammasu					Generic	Monstrous Manual 	218	AD&D2		
Lammasu					Greyhawk	Supplement I: Greyhawk	37	D&D1		
Lammasu, Greater					Generic	Monster Manual II	79	AD&D1		
Lammasu, Greater					Generic	Monstrous Compendium Volume Two		AD&D2		
Lammasu, Greater					Generic	Monstrous Manual 	218	AD&D2		
Lammasu, Lesser					Generic	Monstrous Compendium Volume Two		AD&D2		
Lamprey					Blackmoor	Supplement II: Blackmoor	19	D&D1		
Lamprey					Generic	Monstrous Manual 	117	AD&D2		
Lamprey, Giant					Generic	Monster Manual	59	AD&D1		
Lamprey, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Lamprey, Giant					Generic	Monstrous Manual 	117	AD&D2		
Lamprey, Land					Generic	Monster Manual II	80	AD&D1		
Lamprey, Land					Generic	Monstrous Compendium Volume Two		AD&D2		
Lamprey, Land					Generic	Monstrous Manual 	117	AD&D2		
Lamprey, Normal					Generic	Monster Manual	59	AD&D1		
Lamprey, Normal					Generic	Monstrous Compendium Volume Two		AD&D2		
Langit Worm (Plague Worm)					Ravenloft	Terrors from Above	78	AD&D2		
Languis the Protector					Birthright	Blood Enemies: Abominations of Cerilia 	118	AD&D2		
Lantern Archons					Generic	Manual of the Planes	123	AD&D1		
Laputans					Generic	Polyhedron #106	10	AD&D2		
Laraken					Forgotten Realms	Shining South (FR16)	95	AD&D2		
Laraken					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Large Dove					Generic	Encyclopedia Magica, Volume IV	1499	AD&D2		
Large Iguana					Generic	Encyclopedia Magica, Volume IV	1499	AD&D2		
Large Iron Golem					Forgotten Realms	Pools of Darkness [Adventurer's Journal]	16	AD&D2		
Large Kitten					Generic	Encyclopedia Magica, Volume IV	1499	AD&D2		
Large Rabbit					Generic	Encyclopedia Magica, Volume IV	1499	AD&D2		
Large insects or animals					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	20	D&D1		
Large insects or animals					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	20	D&D1		
Larva					Generic	Monster Manual	59	AD&D1		
Larva					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Larva					Planescape	Planescape Monstrous Compendium Appendix 	62	AD&D2		
Lashweed					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	66	AD&D2		
Lava Ankheg					Forgotten Realms	Elminster's Ecologies Appendix: Volume 1 [The Hill of Lost Souls]	9	AD&D2		
Lava Children					Generic	Fiend Folio	61	AD&D1		
Lavaworm					Spelljammer	Realmspace (SJR2)	85	AD&D2		
Le Grand Zombi					Generic	Dragon #138	27	AD&D1		
Leader of the Pack					Forgotten Realms	Moonshae (FR2)	26	AD&D1		
Leanchoilia					Generic	Dragon #204	40	AD&D2		
Learned Ones					Forgotten Realms (Horde)	Horde Barbarian Campaign Setting 		AD&D2		
Leather Golems					Generic	Polyhedron #42	14	AD&D1		
Lebendtod					Ravenloft	Ship of Horror (RA2)	31	AD&D2		
Leech Toad					Generic	Dragon #247	91	AD&D2		
Leech, Giant					Generic	Monster Manual	59	AD&D1		
Leech, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Leech, Giant					Generic	Monstrous Manual 	219	AD&D2		
Leech, Legacy					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Leech, Magical					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	67	AD&D2		
Leech, Psionic					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	68	AD&D2		
Leech, Swarm					Generic	Monstrous Compendium Volume Two		AD&D2		
Leech, Swarm					Generic	Monstrous Manual 	219	AD&D2		
Leech, Throat					Generic	Monstrous Compendium Volume Two		AD&D2		
Leech, Throat					Generic	Monstrous Manual 	219	AD&D2		
Legendary Sphinx					Planescape	Planescape Monstrous Compendium Appendix II 	64	AD&D2		
Lemure (spectre)					Generic	Dragon Annual #1	68	AD&D2		
Lensman					Generic	I, Tyrant 	78	AD&D2		
Leomarh					Planescape	Planescape Monstrous Compendium Appendix II 	60	AD&D2		
Leonis's Automata, Flyer					Generic	Vortex of Madness and Other Planar Perils	46	AD&D2		
Leonis's Automata, Juggernaut					Generic	Vortex of Madness and Other Planar Perils	46	AD&D2		
Leonis's Automata, Organ Gun					Generic	Vortex of Madness and Other Planar Perils	46	AD&D2		
Leopard					Generic	Monster Manual	60	AD&D1		
Leprechaun					Generic	Monster Manual	60	AD&D1		
Leprechaun					Generic	Encyclopedia Magica, Volume IV	1500	AD&D2		
Leprechaun					Generic	Monstrous Compendium Volume Two		AD&D2		
Leprechaun					Generic	Monstrous Manual 	220	AD&D2		
Leprechaun					Generic	Strategic Review #3	2	D&D1		
Leprechaun, Wicked					Generic	Dragon #239	52	AD&D2		
Leshy					Generic	Dragon #119	49	AD&D1		
Leshy					Generic	Dragon #239	54	AD&D2		
Lesser Colossus					Generic	Dragon #138	27	AD&D1		
Lesser Equar					Generic	Dragon #243	28	AD&D2		
Lesser Ghost					Forgotten Realms	Lords of Darkness (REF5)	58	AD&D1		
Lesser Varrangoin (Abyssal Bat)					Generic	Priest's Spell Compendium, Volume Three	621	AD&D2		
Lesser wight					Birthright	King of the Giantdowns	53	AD&D2		
Lethargy					Generic	Dragon #12	10	D&D?		
Leucrotta					Generic	Monster Manual	60	AD&D1		
Leucrotta					Generic	Monstrous Compendium Volume Two		AD&D2		
Leucrotta					Generic	Monstrous Manual 	221	AD&D2		
Leucrotta, Greater					Forgotten Realms	City of Splendors		AD&D2		
Leucrotta, Greater					Generic	Monstrous Compendium Annual Volume Two 	78	AD&D2		
Leviathan					Birthright	Blood Enemies: Abominations of Cerilia 	52	AD&D2		
Leviathan					Forgotten Realms	Moonshae (FR2)	23	AD&D1		
Leviathan					Lankhmar	Nehwon (LNA2)	93	AD&D2		
Lhee, Common					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Lhee, Greater					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Lhee, Lesser					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Lhiannan Shee					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Lhiannann Shee					Generic	Dragon #101	48	AD&D1		
Li Lung					Forgotten Realms (Oriental Adventures)	Dragon #24	9	D&D?		
Li Lung (Earth Dragon)					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Lich					Generic	Monster Manual	61	AD&D1		
Lich					Generic	Monstrous Compendium Volume One		AD&D2		
Lich					Generic	Monstrous Manual 	222	AD&D2		
Lich					Generic	Supplement III: Eldritch Wizardry	28	D&D1		
Lich					Greyhawk	Supplement I: Greyhawk	35	D&D1		
Lich's Blood					Generic	Dragon #238	73	AD&D2		
Lich, Arch					Spelljammer	Lost Ships (SJR1)	87	AD&D2		
Lich, Archlich					Generic	Monstrous Manual 	223	AD&D2		
Lich, Bardic (Andres Duvall)					Ravenloft	Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15)		AD&D2		
Lich, Bardic (Andres Duvall)					Ravenloft	Ravenloft Monstrous Compendium Appendices I & II 	96	AD&D2		
Lich, Defiler					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	69	AD&D2		
Lich, Demi-Defiler					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	70	AD&D2		
Lich, Demilich					Generic	Monstrous Compendium Volume One		AD&D2		
Lich, Demilich					Generic	Monstrous Manual 	222	AD&D2		
Lich, Drider					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	71	AD&D2		
Lich, Drow					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	71	AD&D2		
Lich, Elemental					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	73	AD&D2		
Lich, Inheritor					Red Steel	Red Steel Savage Baronies [Book I: The Savage Baronies]	62	AD&D2		
Lich, Inheritor					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Lich, Master					Spelljammer	Legend of Spelljammer [The Grand Tour]	62	AD&D2		
Lich, Psionic					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Lich, Psionic					Ravenloft	Dragon #174	19	AD&D2		
Lich, Psionic					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	75	AD&D2		
Lich, Psionic					Ravenloft	Van Richten's Guide to the Lich (RS1)	95	AD&D2		
Lich, Suel					Generic	Monstrous Compendium Annual Volume Two 	79	AD&D2		
Lichling					Forgotten Realms	Elminster's Ecologies [The Settled Lands]	25	AD&D2		
Lichling, Mature					Forgotten Realms	Nightmare Keep (FA2)	63	AD&D2		
Lichling, Young					Forgotten Realms	Nightmare Keep (FA2)	63	AD&D2		
Lidevic					Generic	Dragon #158	33	AD&D2		
Life-Bane Duplicates					Generic	Ravager of Time (I8)	24	AD&D1		
Life-Bane Moth 					Ravenloft	Terrors from Above	80	AD&D2		
Life-Shaped Creations, Guardian, Climbdog					Generic	Monstrous Compendium Annual Volume Three	70	AD&D2		
Life-Shaped Creations, Guardian, Darkstriker					Generic	Monstrous Compendium Annual Volume Three	70	AD&D2		
Life-Shaped Creations, Guardian, Protector					Generic	Monstrous Compendium Annual Volume Three	70	AD&D2		
Life-Shaped Creations, Guardian, Shieldbug					Generic	Monstrous Compendium Annual Volume Three	70	AD&D2		
Life-Shaped Creations, Guardian, Watcher					Generic	Monstrous Compendium Annual Volume Three	70	AD&D2		
Life-Shaped Creations, Transport, Ber-Ethern					Generic	Monstrous Compendium Annual Volume Three	71	AD&D2		
Life-Shaped Creations, Transport, Dhev-Sahr					Generic	Monstrous Compendium Annual Volume Three	71	AD&D2		
Life-Shaped Creations, Transport, Gon-Evauth					Generic	Monstrous Compendium Annual Volume Three	71	AD&D2		
Life-Shaped Creations, Transport, Yihn-Eflan					Generic	Monstrous Compendium Annual Volume Three	71	AD&D2		
Life-Shaped Creations: Guardians, Climbdog					Dark Sun	Windriders of the Jagged Cliffs	124	AD&D2		
Life-Shaped Creations: Guardians, Darkstrike					Dark Sun	Windriders of the Jagged Cliffs	124	AD&D2		
Life-Shaped Creations: Guardians, Protector					Dark Sun	Windriders of the Jagged Cliffs	124	AD&D2		
Life-Shaped Creations: Guardians, Shieldbug					Dark Sun	Windriders of the Jagged Cliffs	124	AD&D2		
Life-Shaped Creations: Guardians, Watcher					Dark Sun	Windriders of the Jagged Cliffs	124	AD&D2		
Life-Shaped Creations: Transport, Ber-ethern					Dark Sun	Windriders of the Jagged Cliffs	126	AD&D2		
Life-Shaped Creations: Transport, Dhev-sahr					Dark Sun	Windriders of the Jagged Cliffs	126	AD&D2		
Life-Shaped Creations: Transport, Gon-evauth					Dark Sun	Windriders of the Jagged Cliffs	126	AD&D2		
Life-Shaped Creations: Transport, Yihn-eflan					Dark Sun	Windriders of the Jagged Cliffs	126	AD&D2		
Light Worm					Generic	Dragon #61	49	AD&D1		
Lightning Bug, Giant					Generic	Dragon #94	49	AD&D1		
Lightning Quasi-Elemental					Greyhawk	Land Beyond the Magic Mirror (EX2)	29	AD&D1		
Lileet					Melniboné	Supplement IV: Gods, Demigods, Heroes	56	D&D1		
Lilis (Princess of Hell)					Generic	Dragon #75	21	AD&D1		
Lilith (Princess of Hell)					Generic	Dragon #76	23	AD&D1		
Lillend					Forgotten Realms	For Duty and Deity	61	AD&D2		
Lillend					Generic	Dragon #94	50	AD&D1		
Lillend					Generic	Monstrous Compendium Annual Volume Three	73	AD&D2		
Lillend					Planescape	Planes of Chaos [Monstrous Supplement]	16	AD&D2		
Lindworm					Generic	Dragon #182	26	AD&D2		
Linnorm, Corpse Tearer					Generic	Dragon #183	69	AD&D2		
Linnorm, Dread					Generic	Dragon #182	23	AD&D2		
Linnorm, Flame					Generic	Dragon #183	66	AD&D2		
Linnorm, Forest					Generic	Dragon #182	19	AD&D2		
Linnorm, Frost					Generic	Dragon #182	22	AD&D2		
Linnorm, Gray					Generic	Dragon #183	67	AD&D2		
Linnorm, Land					Generic	Dragon #182	20	AD&D2		
Linnorm, Midgard					Generic	Dragon #183	70	AD&D2		
Linnorm, Rain					Generic	Dragon #183	68	AD&D2		
Linnorm, Sea					Generic	Dragon #182	21	AD&D2		
Linqua					Planescape	Planes of Conflict [Monstrous Supplement]	16	AD&D2		
Lion					Generic	Monster Manual	61	AD&D1		
Lion, Cave (Spotted)					Generic	Dragon #137	46	AD&D1		
Lion, Mountain Lion					Generic	Monster Manual	61	AD&D1		
Lion, Spotted Lion					Generic	Monster Manual	61	AD&D1		
Lionman					Generic	Imagine #28	12	AD&D1		
Lionman					Generic	Imagine #28	12	AD&D1		
Lirr					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	67	AD&D2		
Lithichil					Generic	Dragon #243	30	AD&D2		
Little Devils					Generic	Dungeon #4	38	AD&D1		
Living City Raven (Greater Raven)					Forgotten Realms	Polyhedron #44	8	AD&D1		
Living Hair					Generic	Dragon #252	66	AD&D2		
Living Hair					Ravenloft	Dungeon #76	29	AD&D2		
Living Idol, Animal					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Living Idol, Death					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Living Idol, Elemental					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Living Idol, Healing					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Living Lahar					Generic	Dragon #265	45	AD&D2		
Living Machine, Dasher, machine life form					Generic	Dragon #258	32	AD&D2		
Living Machine, Drifter, machine life form					Generic	Dragon #258	31	AD&D2		
Living Machine, Flitter, machine life form					Generic	Dragon #258	32	AD&D2		
Living Machine, Ore Recovery Walker (Miner)					Generic	Dragon #258	31	AD&D2		
Living Machine, Render, machine life form					Generic	Dragon #258	32	AD&D2		
Living Machine, Walker, Strong Variant					Generic	Dragon #258	31	AD&D2		
Living Machine, Walker, machine life form					Generic	Dragon #258	30	AD&D2		
Living Muck					Forgotten Realms	Eye of the Beholder III: Assault on Myth Drannor [Rule Book]	85	AD&D2		
Living Pool					Generic	Adventure Pack I (I13)	90	AD&D1		
Living Statues					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	21	D&D1		
Living Statues					Mystara	Polyhedron #15	10	D&D?		
Living Steel					Generic	Dragon Mountain 		AD&D2		
Living Steel					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Living Tattoo, Dark Man					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	77	AD&D2		
Living Tattoo, Living Spear					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	77	AD&D2		
Living Tattoo, Panther					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	77	AD&D2		
Living Tattoo, Raven					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	77	AD&D2		
Living Tattoo, Winged Snake					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	77	AD&D2		
Living Wall					Generic	Monstrous Manual 	224	AD&D2		
Living Wall					Ravenloft	Book of Crypts (RR2)	94	AD&D2		
Living Weapon					Generic	Encyclopedia Magica, Volume IV	1521	AD&D2		
Lizard Kin, Cayma					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Lizard Kin, Gurrash					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Lizard Kin, Krolli					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Lizard Kin, Shazak					Savage Coast	Savage Coast Monstrous Compendium Appendix		AD&D2		
Lizard King					Generic	Fiend Folio	61	AD&D1		
Lizard King					Generic	Monstrous Manual 	227	AD&D2		
Lizard Man					Generic	Monster Manual	62	AD&D1		
Lizard Man					Generic	Complete Starter Set [Monstrous Manual]	14	AD&D2		
Lizard Man					Generic	First Quest: The Introduction to the AD&D Game [Monsters & Treasures Book]	14	AD&D2		
Lizard Man					Generic	Introduction to Advanced Dungeons & Dragons Game [Monstrous Manual Accessory]	14	AD&D2		
Lizard Man					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard Man					Generic	Monstrous Manual 	227	AD&D2		
Lizard Man (of Krynn), Bakali					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Lizard Man (of Krynn), Jarak-Sinn					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Lizard Man, Athasian					Dark Sun	Wanderer's Chronicle: Mind Lords of the Last Sea [Wanderer's Chronicle: Mind Lords of the Last Sea]	87	AD&D2		
Lizard Man, Athasian, Lizard King					Dark Sun	Wanderer's Chronicle: Mind Lords of the Last Sea [Wanderer's Chronicle: Mind Lords of the Last Sea]	87	AD&D2		
Lizard Man, Lizard King					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard Man, Venusian					Spelljammer	Polyhedron #74	23	AD&D2		
Lizard Men					Greyhawk	Supplement I: Greyhawk	37	D&D1		
Lizard Men, Advanced					Generic	Monstrous Manual 	227	AD&D2		
Lizard, Draco Lizard					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Fire					Dark Sun	Black Spine [Adventure Book Three]	90	AD&D2		
Lizard, Fire					Generic	Monster Manual	61	AD&D1		
Lizard, Fire					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard, Fire					Generic	Monstrous Manual 	226	AD&D2		
Lizard, Footpad (Giant)					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Gecko (Giant)					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Giant					Dark Sun	Black Spine [Adventure Book Three]	90	AD&D2		
Lizard, Giant					Dragonlance	Tales of the Lance [World Book of Ansalon]	143	AD&D2		
Lizard, Giant					Generic	Monster Manual	61	AD&D1		
Lizard, Giant					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard, Giant					Generic	Monstrous Manual 	226	AD&D2		
Lizard, Horned Chameleon					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Lava Lizard					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Minotaur					Dark Sun	Black Spine [Adventure Book Three]	90	AD&D2		
Lizard, Minotaur					Generic	Monster Manual	61	AD&D1		
Lizard, Minotaur					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard, Minotaur					Generic	Monstrous Manual 	226	AD&D2		
Lizard, Poisonous, Gila Monster					Generic	Dragon #237	47	AD&D2		
Lizard, Poisonous, Rough-skinned Newt					Generic	Dragon #237	47	AD&D2		
Lizard, Rockhome					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Subterranean					Dark Sun	Black Spine [Adventure Book Three]	90	AD&D2		
Lizard, Subterranean					Generic	Monster Manual	61	AD&D1		
Lizard, Subterranean					Generic	Monstrous Compendium Volume One		AD&D2		
Lizard, Subterranean					Generic	Monstrous Manual 	226	AD&D2		
Lizard, Subterranean, Pack Lizard					Forgotten Realms	Menzoberranzan [Book One: The City]	91	AD&D2		
Lizard, Tuatara (Giant)					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard, Xytar					Mystara	Mystara Monstrous Compendium Appendix 	70	AD&D2		
Lizard-kin, Cayman					Mystara	Mystara Monstrous Compendium Appendix 	72	AD&D2		
Lizard-kin, Chameleon Man					Mystara	Mystara Monstrous Compendium Appendix 	72	AD&D2		
Lizard-kin, Gator Man					Mystara	Mystara Monstrous Compendium Appendix 	72	AD&D2		
Lizard-kin, Sis'thik (Desert Scourge)					Mystara	Mystara Monstrous Compendium Appendix 	72	AD&D2		
Lizardman, Malatran, Lizard King					Forgotten Realms	Polyhedron #121	14	AD&D2		
Lizardman, Malatran, Lizard Man					Forgotten Realms	Polyhedron #121	14	AD&D2		
Lobishumen					Generic	Best of Dragon, Vol. II	60	D&D?		
Lobishumen					Generic	Dragon #25	42	D&D?		
Locathah					Blackmoor	Supplement II: Blackmoor	23	D&D1		
Locathah					Generic	Monster Manual	62	AD&D1		
Locathah					Generic	Monstrous Compendium Volume Two		AD&D2		
Locathah					Generic	Monstrous Manual 	228	AD&D2		
Lock Lurker					Forgotten Realms	Dragon #139	70	AD&D1		
Lock Lurker					Forgotten Realms	Forgotten Realms Campaign Setting (New Edition) 		AD&D2		
Lock Lurker					Forgotten Realms	Haunted Halls of Evening Star (FRQ1)	31	AD&D2		
Lock Lurker					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Lock Lurker					Generic	Priest's Spell Compendium, Volume Three	617	AD&D2		
Lolth (Demon Queen of Spiders)					Greyhawk	Queen of the Demonweb Pits (Q1)	31	AD&D1		
Lolth (Demon Queen of Spiders)					Greyhawk	Queen of the Spiders (GDQ1-7)	122	AD&D1		
Lolth (Demon Queen of Spiders)					Greyhawk	Vault of the Drow (D3)	26	AD&D1		
Long-Necked					Generic	Dragon #190	13	AD&D2		
Lord’s Nightmare 					Ravenloft	Terrors from Above	82	AD&D2		
Losel					Greyhawk	From the Ashes 		AD&D2		
Lost Soul					Generic	Dragon #26	20	D&D?		
Lost Soul					Mystara	Dragon #180	50	D&D?		
Lost Souls					Ravenloft	Nightmare Lands [Monstrous Supplement]	7	AD&D2		
